Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-11,7.610402584075928,7.620909467582077,7.4260788044439066,7.451895901430176,545759200
2010-06-14,7.633512496948242,7.779710151683386,7.625407283642689,7.683946627609793,602960400
2010-06-15,7.795924186706543,7.800727515320171,7.670139824319744,7.674342736856669,585074000
2010-06-16,8.022876739501953,8.03788633995598,7.824143024112093,7.838252401253267,783678000
2010-06-17,8.161568641662598,8.192489665317325,8.0904205470245,8.123442625899175,872855200
2010-06-18,8.227612495422363,8.255532242343993,8.148059373469323,8.172976238540528,784621600
2010-06-21,8.110535621643066,8.375913135018962,8.06730646241086,8.336286472524746,776490400
2010-06-22,8.221010208129883,8.28465271720836,8.150463314092054,8.170276245550937,717262000
2010-06-23,8.134550094604492,8.245324846577542,8.042388239308885,8.24292318249013,768457200
2010-06-24,8.07541275024414,8.201496933784734,8.048394023807994,8.13545195967562,714277200
2010-06-25,8.006364822387695,8.113537088172212,7.97964670774831,8.107233120169688,549942400
2010-06-28,8.054397583007812,8.097927349310577,7.940921345331728,8.013269481097577,584948000
2010-06-29,7.69025182723999,7.937017174149983,7.634114137707691,7.928911157920502,1133344800
2010-06-30,7.550961017608643,7.744290209626879,7.505330993111346,7.706464793514841,739452000
2010-07-01,7.4593987464904785,7.649126222562139,7.301493323146844,7.634115820331938,1022896000
2010-07-02,7.413168907165527,7.532949120914697,7.300892692699636,7.519739164265927,693842800
2010-07-06,7.463901042938232,7.589084169685814,7.389750870526562,7.535048333773101,615235600
2010-07-07,7.765302658081055,7.768305539968792,7.497524313129328,7.519738103837039,654556000
2010-07-08,7.747890472412109,7.892287710257308,7.651826320258094,7.879678974647851,738144400
2010-07-09,7.793824195861816,7.802229220460165,7.65993379733871,7.7118685926323,433322400
2010-07-12,7.723876953125,7.860768631479387,7.650928393547517,7.7611019535216945,562878400
2010-07-13,7.55906343460083,7.697155892492352,7.3978553641348,7.694755030387323,1190924000
2010-07-14,7.586982250213623,7.679144099960146,7.475007474562421,7.486416179914233,812047600
2010-07-15,7.548556327819824,7.714267111942626,7.423972831364921,7.451891770550138,824866000
2010-07-16,7.5020246505737305,7.654226464331931,7.457294871276149,7.600490447101621,1039858400
2010-07-19,7.372338771820068,7.501425804329748,7.192819201204411,7.501425804329748,1024478000
2010-07-20,7.561765670776367,7.592086277604801,7.205127388867112,7.291885495778798,1074950800
2010-07-21,7.632314682006836,7.959834047963345,7.625110490456182,7.958032799669774,1185671200
2010-07-22,7.775808811187744,7.805228390369496,7.664433659341013,7.735581745179607,645318800
2010-07-23,7.803428649902344,7.816637803019452,7.693554917480725,7.717871366725438,533388800
2010-07-26,7.78361701965332,7.8082332802160375,7.736485554244147,7.805231199461597,420551600
2010-07-27,7.927712440490723,7.94932661689404,7.814236210720269,7.831347667513104,584771600
2010-07-28,7.834052085876465,7.985053975156157,7.8127385102955955,7.9154072896733405,519985200
2010-07-29,7.74849271774292,7.884783971204583,7.6881529014249415,7.826545210505818,643806800
2010-07-30,7.722672939300537,7.796221884739761,7.652125271809265,7.681846260377163,448210000
2010-08-02,7.860764503479004,7.882979088169448,7.7938201406728655,7.818436388748579,428055600
2010-08-03,7.863166809082031,7.903093263688148,7.787816618273286,7.835548479519027,417653600
2010-08-04,7.894693851470947,7.933719309147539,7.814540276555171,7.890490937217545,420375200
2010-08-05,7.85626220703125,7.900692180419663,7.821738694827032,7.857162430037388,289097200
2010-08-06,7.807930946350098,7.849959261688447,7.734080585312109,7.798624098211125,444897600
2010-08-09,7.857763767242432,7.869772086221156,7.792320032055247,7.849657751120079,303128000
2010-08-10,7.787518501281738,7.818740137830204,7.731680606770597,7.80072765520609,451920000
2010-08-11,7.510732173919678,7.675843371166375,7.4993250712847415,7.667137739780894,620054400
2010-08-12,7.558765888214111,7.598091941094277,7.38855152785666,7.405662986227976,534920400
2010-08-13,7.478010654449463,7.5614660749210225,7.47771004563288,7.554561691621742,354869200
2010-08-16,7.4341816902160645,7.505329790694453,7.403560471240525,7.432380442041032,318430000
2010-08-17,7.564171314239502,7.6440250715931235,7.481014866725795,7.507433181511178,422640400
2010-08-18,7.597189426422119,7.645221904315166,7.55245963730758,7.575875861071891,339696000
2010-08-19,7.501423358917236,7.609495796622535,7.46539921301547,7.590282491275875,426706000
2010-08-20,7.494217872619629,7.622703637115197,7.4750045685466215,7.486713076527694,384230000
2010-08-23,7.378945827484131,7.565070838139146,7.362435584705955,7.558766868960297,414041600
2010-08-24,7.202724933624268,7.294885972723784,7.164299115925123,7.284980312364791,602565600
2010-08-25,7.291584491729736,7.324607369547842,7.120770559945025,7.1459872286554065,596867600
2010-08-26,7.213233470916748,7.377443657398707,7.213233470916748,7.368437416423126,466505200
2010-08-27,7.253461837768555,7.283182037470478,7.071539745772492,7.2573649436983905,548391200
2010-08-30,7.279878616333008,7.3774442304209735,7.225241551794288,7.227643216240986,383289200
2010-08-31,7.297890663146973,7.341720235053811,7.215335456789052,7.260365059223809,420786800
2010-09-01,7.514936923980713,7.5488592346105445,7.393355457172668,7.429079016283849,697037600
2010-09-02,7.570173740386963,7.570173740386963,7.462101234479995,7.542855205418794,415427600
2010-09-03,7.768303394317627,7.768603201449451,7.64011740812584,7.657829275980528,520788800
2010-09-07,7.739485740661621,7.791119913752491,7.692654093978678,7.704361805243538,342557600
2010-09-08,7.8928914070129395,7.937020797553736,7.778213510144734,7.798627661997811,526551200
2010-09-09,7.8973917961120605,8.000960759691296,7.892889076521161,7.956531574965288,438575200
2010-09-10,7.907599925994873,7.940322204483084,7.847259306968828,7.900995348521469,387542400
2010-09-13,8.01657485961914,8.053799868566879,7.978149819696214,7.979950266970945,388780000
2010-09-14,8.047194480895996,8.080516379737428,7.970943221761664,7.9916571812031245,408150400
2010-09-15,8.11203670501709,8.116840835887611,8.040588785718109,8.05049605310152,429368800
2010-09-16,8.30266284942627,8.305664929635627,8.090420989177787,8.112636382727034,652103200
2010-09-17,8.266639709472656,8.344391584898869,8.215905755023886,8.336285567306776,634477200
2010-09-20,8.50259780883789,8.519108850004018,8.281049088039298,8.287953472054634,658677600
2010-09-21,8.518807411193848,8.626279472726871,8.489387828159403,8.52150968406603,668074400
2010-09-22,8.638291358947754,8.6451957451406,8.477983423680268,8.48698966759953,585289600
2010-09-23,8.673412322998047,8.788689811255113,8.585753975802897,8.595660440806762,786116800
2010-09-24,8.775481224060059,8.811806000253702,8.722346398945977,8.768877448046393,649488000
2010-09-27,8.740657806396484,8.847829282270029,8.736155086134527,8.82531487933656,482834800
2010-09-28,8.611567497253418,8.758965983862785,8.255529709443199,8.758965983862785,1035042400
2010-09-29,8.626882553100586,8.700131726114304,8.585755245914138,8.622679639708547,469644000
2010-09-30,8.518209457397461,8.705835089241228,8.44315904433522,8.675815084341066,673391600
2010-10-01,8.481282234191895,8.603163472982983,8.446158299786033,8.59025493008227,448142800
2010-10-04,8.364805221557617,8.492689825964735,8.338686723821786,8.453664387830996,435302000
2010-10-05,8.674013137817383,8.689322545476845,8.460269020689346,8.46567356705232,501967200
2010-10-06,8.681514739990234,8.765571365041552,8.563535818096552,8.693523058318533,670868800
2010-10-07,8.682418823242188,8.720244237677743,8.613072764526112,8.716041324782275,408399600
2010-10-08,8.82801628112793,8.840924827291898,8.705835204268118,8.757168780042944,658403200
2010-10-11,8.866741180419922,8.923179491101624,8.843926972309685,8.848129884928166,427753200
2010-10-12,8.962203025817871,8.991022989346193,8.780580821303936,8.868239940455837,558544000
2010-10-13,9.010241508483887,9.064877789213572,9.000034431257319,9.012042757406222,630092400
2010-10-14,9.075379371643066,9.080181897248718,9.018040053658309,9.056766478630609,435296400
2010-10-15,9.448531150817871,9.456336559641626,9.153433469474109,9.229384097430906,922194000
2010-10-18,9.546398162841797,9.576417365268947,9.43502297784872,9.560507540696964,1093010800
2010-10-19,9.290924072265625,9.419409883013376,9.006633925018807,9.108101818811178,1232784000
2010-10-20,9.322145462036133,9.433820434012572,9.212272539696858,9.276214840123046,721624400
2010-10-21,9.291826248168945,9.448530827222616,9.21017126959492,9.37708292137623,551460000
2010-10-22,9.230287551879883,9.307439032270771,9.195164405363457,9.278319246344589,372778000
2010-10-25,9.271416664123535,9.35427171392316,9.259408337359554,9.278922269163,392462000
2010-10-26,9.247698783874512,9.298432747547729,9.17564964546207,9.212275031647119,392929600
2010-10-27,9.241093635559082,9.303234700944827,9.174148439510445,9.235689890389958,399002800
2010-10-28,9.163341522216797,9.246196541205533,9.033054431772614,9.244695100106394,551051200
2010-10-29,9.035456657409668,9.182555421258389,9.032153967467615,9.133022286741541,430511200
2010-11-01,9.131518363952637,9.17414710133406,9.072078779009704,9.072679195052029,423889200
2010-11-02,9.287025451660156,9.31194232556827,9.216178738050623,9.216178738050623,433930000
2010-11-03,9.390291213989258,9.39269287794043,9.26210520627764,9.3473618716738,508348400
2010-11-04,9.554500579833984,9.611839099434963,9.457234801197586,9.469843535886152,642488000
2010-11-05,9.520278930664062,9.593528087642484,9.508871827006615,9.546096821563248,361253200
2010-11-08,9.565009117126465,9.599531837089007,9.509171226871722,9.522380379789167,281758400
2010-11-09,9.488758087158203,9.645463470918607,9.441326822090709,9.637957869424126,383544000
2010-11-10,9.5472993850708,9.569513981970408,9.41280856644934,9.505570861629364,384227200
2010-11-11,9.505870819091797,9.55840602405252,9.433821690572131,9.4563368929301,361284000
2010-11-12,9.247097969055176,9.501368214668851,9.115010414684685,9.486358611464281,795846800
2010-11-15,9.217376708984375,9.322447116698154,9.194261091027569,9.260005448466517,403606000
2010-11-16,9.053765296936035,9.234185884939164,8.985619287551597,9.177748387648235,657650000
2010-11-17,9.021045684814453,9.125815486254169,8.938790284189109,9.042059446223979,479449600
2010-11-18,9.25910472869873,9.296329724760488,9.146830126045375,9.162139533948286,494491200
2010-11-19,9.208070755004883,9.25820429508767,9.163340959624655,9.245295750221135,384843200
2010-11-22,9.4071044921875,9.4071044921875,9.182253876338141,9.206569525623182,393075200
2010-11-23,9.268108367919922,9.358770378529892,9.202965238685023,9.31974334015126,519447600
2010-11-24,9.45033073425293,9.46834321298085,9.358770106401382,9.366274103436185,413725200
2010-11-26,9.456336975097656,9.537391543965915,9.394495721101217,9.418511563067376,237585600
2010-11-29,9.51247501373291,9.530786502682796,9.347664398571128,9.471346910941561,445785200
2010-11-30,9.340760231018066,9.437125015011473,9.332354405268934,9.41250795388901,501858000
2010-12-01,9.498364448547363,9.538891328537813,9.456336127655296,9.464441343328678,461750800
2010-12-02,9.550897598266602,9.57641407187913,9.453031408672006,9.532284705149536,462837200
2010-12-03,9.529587745666504,9.565911722800765,9.496565656772175,9.516679198366766,342092800
2010-12-06,9.61093807220459,9.676381800675198,9.559002498763542,9.565607073524005,448481600
2010-12-07,9.552698135375977,9.72621350985178,9.549996664807113,9.72051076159454,391454000
2010-12-08,9.636754989624023,9.637055598399241,9.519677090345853,9.595327092282028,321935600
2010-12-09,9.599230766296387,9.681485348311432,9.577015375677705,9.670378855437262,294151200
2010-12-10,9.623246192932129,9.637955982578656,9.564406232722602,9.595927668607114,262511200
2010-12-13,9.656566619873047,9.75833590343599,9.636453891447047,9.737621957540103,439815600
2010-12-14,9.615143775939941,9.68268938607642,9.576417337543846,9.658372934362342,351008000
2010-12-15,9.6172456741333,9.696498196351236,9.582121732258006,9.606437382452075,417312000
2010-12-16,9.643962860107422,9.684790353712081,9.609440136430715,9.639159531257034,322030800
2010-12-17,9.624749183654785,9.660172928023552,9.613341279013193,9.655369599753408,386929200
2010-12-20,9.672781944274902,9.704003581520604,9.553302346694535,9.654469654009914,385610400
2010-12-21,9.732522010803223,9.73822556287177,9.667979284900323,9.696497846866684,256354000
2010-12-22,9.761341094970703,9.778152745416198,9.713008802375327,9.737325253100753,265921600
2010-12-23,9.71451187133789,9.761042923468802,9.701603324108728,9.756540202871012,223157200
2010-12-27,9.746931076049805,9.769746887291854,9.652067739440541,9.691995008302321,249816000
2010-12-28,9.770648002624512,9.806371557595956,9.758339873573448,9.783856355000072,175924000
2010-12-29,9.76524543762207,9.800068773476294,9.75954108325779,9.79316358678519,163139200
2010-12-30,9.71630859375,9.771845061205916,9.697996309359658,9.77094483815521,157494400
2010-12-31,9.683290481567383,9.710908823021967,9.645764872761994,9.69499819575611,193508000
2011-01-03,9.893725395202637,9.914439339686703,9.75173066446576,9.775746495069406,445138400
2011-01-04,9.945364952087402,9.981688922693676,9.851101230251235,9.979887674443676,309080800
2011-01-05,10.026716232299805,10.036923303381828,9.891625850943198,9.893127291619914,255519600
2011-01-06,10.018613815307617,10.064243833046989,9.993696949396496,10.048333208120052,300428800
2011-01-07,10.090361595153809,10.097265979140396,9.963676209376015,10.026418486195487,311931200
2011-01-10,10.280386924743652,10.303802345391944,10.121881120559905,10.171714041634916,448560000
2011-01-11,10.256072044372559,10.35573789394109,10.190928110766938,10.353337031563083,444108000
2011-01-12,10.339527130126953,10.339827738952502,10.266879195662218,10.30440479657325,302590400
2011-01-13,10.377355575561523,10.406175553319878,10.322419497019082,10.361745555899518,296780400
2011-01-14,10.461411476135254,10.461411476135254,10.340130618428523,10.383659587550452,308840000
2011-01-18,10.22635269165039,10.349735393833738,9.786557921133685,9.892228749277029,1880998000
2011-01-19,10.172013282775879,10.465009015145503,10.113174130276636,10.45750341589686,1135612800
2011-01-20,9.987092971801758,10.155805888242023,9.910241314040201,10.099668185174934,764789200
2011-01-21,9.808174133300781,10.053138320164448,9.805471859714324,10.019815623422998,754401200
2011-01-24,10.130290031433105,10.130290031433105,9.808173586832993,9.812677108684928,574683200
2011-01-25,10.248871803283691,10.250073437558953,10.043834838624768,10.096670673659327,546868000
2011-01-26,10.322416305541992,10.374951504652211,10.251869427525406,10.295698193567754,506875600
2011-01-27,10.303205490112305,10.347635484564108,10.29179838463555,10.320316949951154,285026000
2011-01-28,10.08975887298584,10.338926694902266,10.012608225251226,10.332022311945186,592057200
2011-01-31,10.186424255371094,10.208039230674693,10.035723852343919,10.080753447646138,377246800
2011-02-01,10.357836723327637,10.376448812275806,10.236255324469866,10.245861977668024,426633200
2011-02-02,10.336529731750488,10.364447885076896,10.313414106823842,10.34043283820658,258955200
2011-02-03,10.310108184814453,10.334124827404185,10.163310064290847,10.320915673979833,393797600
2011-02-04,10.401971817016602,10.407975978574616,10.312211605783574,10.31611390998443,321840400
2011-02-07,10.563478469848633,10.604604964338119,10.436192674832398,10.443697474485653,485021600
2011-02-08,10.663146018981934,10.672752677102837,10.571585364449934,10.617515996154992,381040800
2011-02-09,10.752004623413086,10.777222097743982,10.653238987966246,10.662844843230634,482745200
2011-02-10,10.64333438873291,10.807244806454225,10.447002297515638,10.728892495640979,928550000
2011-02-11,10.712676048278809,10.741194601755213,10.613309218582534,10.649633980563358,367572800
2011-02-14,10.782625198364258,10.791630637704893,10.708475818484475,10.7108774827416,310416400
2011-02-15,10.804244041442871,10.806345899387447,10.733697127479335,10.782929662766927,284174800
2011-02-16,10.901206970214844,10.95434179565919,10.822253448585725,10.831258889250769,481157600
2011-02-17,10.756210327148438,10.815350121526969,10.702774085965476,10.724689678490243,530583200
2011-02-18,10.523853302001953,10.792232895615118,10.49263166364999,10.7685168596019,816057200
2011-02-22,10.165108680725098,10.36894547300212,10.138391375196543,10.271379891800152,872555600
2011-02-23,10.285491943359375,10.346131556393436,10.16511053563721,10.169914665411595,671854400
2011-02-24,10.293294906616211,10.361440911441502,10.15790472328522,10.327518614227152,499900800
2011-02-25,10.451803207397461,10.459908422867368,10.350935720762813,10.364744487619168,380018800
2011-02-28,10.603403091430664,10.658639754008204,10.5406608288805,10.54426332447774,403074000
2011-03-01,10.486327171325684,10.678756119932675,10.43739446225017,10.671251319592502,456136800
2011-03-02,10.57068157196045,10.637626750778264,10.459006605413263,10.50583824986814,602590800
2011-03-03,10.794031143188477,10.800935525861956,10.684757844206096,10.722883856551773,500788400
2011-03-04,10.807242393493652,10.81594802572389,10.73969678784429,10.809343448933381,453266800
2011-03-07,10.667948722839355,10.857375578395068,10.546367277940922,10.84926956087789,546123200
2011-03-08,10.67995834350586,10.729191667853398,10.574587309663258,10.654441057076518,356316800
2011-03-09,10.581191062927246,10.649937506642786,10.525054159430754,10.64783564939839,453306000
2011-03-10,10.407072067260742,10.500134942352732,10.35393645464437,10.480621021889274,507539200
2011-03-11,10.566781997680664,10.576689265395919,10.356942556359611,10.3668482208274,471080400
2011-03-14,10.613913536071777,10.701572688480873,10.546368724984735,10.602505629513747,435957200
2011-03-15,10.369850158691406,10.442198297245069,10.209842869679912,10.269882878559407,721081200
2011-03-16,9.906938552856445,10.296900390991174,9.794363340299299,10.266880387750843,1162011200
2011-03-17,10.045927047729492,10.195126754047097,9.926446718551714,10.111670568185032,659422400
2011-03-18,9.926753044128418,10.152804511508528,9.906639504141346,10.120682648656432,753214000
2011-03-21,10.185824394226074,10.1990327448965,10.064542764397702,10.086458349697136,409402000
2011-03-22,10.242862701416016,10.285492239984315,10.181021452937268,10.283690991875794,325922800
2011-03-23,10.182525634765625,10.213445866516317,10.085259813970701,10.185227106843813,372996400
2011-03-24,10.356040954589844,10.386961985118178,10.172618231977905,10.26237844122658,404712000
2011-03-25,10.553272247314453,10.568882263915599,10.417580616847012,10.449102060527505,448910000
2011-03-28,10.520249366760254,10.636728484159114,10.520249366760254,10.601604543951353,309355200
2011-03-29,10.53586196899414,10.53586196899414,10.388764011182468,10.436795702932658,352900800
2011-03-30,10.465911865234375,10.533458267310586,10.430188314142255,10.526252473379001,329406000
2011-03-31,10.462309837341309,10.501035467327862,10.388760880598959,10.397766319073547,274019200
2011-04-01,10.343729972839355,10.554771796181335,10.305904564980388,10.540362613240104,418661600
2011-04-04,10.24256420135498,10.344933144527864,10.158808157678825,10.336227511704124,460084800
2011-04-05,10.173513412475586,10.274380869550237,10.086755326944624,10.116475510455919,482731200
2011-04-06,10.14799976348877,10.323917660746435,10.120981842443747,10.24346431367067,402539200
2011-04-07,10.149198532104492,10.219744593474777,10.08765630421122,10.149798146370946,373447200
2011-04-08,10.058541297912598,10.211343594749463,10.025219405338444,10.204439210108847,377535200
